1684094838,-1947,-2103,-405
1684094878,-867,-1661,-1501
1684094918,-1097,-1582,-1323
1684094958,-1569,-472,-77
1684094998,-1552,-1354,-424
1684095038,-1555,-1352,-409
1684095078,-1602,-1468,-108
1684095118,-1405,-1254,-12
1684095158,-1070,-1306,-87
1684095210,-871,-1373,-4
1684095250,-599,-1666,-3
1684095290,-1227,-1597,-256
1684095330,-1044,-1183,-612
1684095370,-865,-806,-687
1684095410,-94,-677,-469
1684095450,-614,-731,-20
1684095490,-125,-548,-101
1684095530,-180,-446,-20
1684095570,-19,-218,-140
1684095610,-96,-291,-110
1684095650,-346,-417,-106
1684095690,-335,-1184,-357
1684095730,-671,-1218,-497
1684095770,-513,-959,-15
1684095810,-276,-2454,-539
1684095850,-855,-914,-1102
1684095890,-490,-793,-224
1684095930,-609,-1034,-359
1684095970,-558,-969,-313
1684096010,-427,-783,-203
1684096050,-239,-649,-61
1684096090,-280,-437,-66
1684096130,-62,-224,-168
1684096170,-243,-56,-152
1684096222,-439,-318,-154
1684096262,-722,-546,-136
1684096302,-870,-973,-235
1684096342,-1066,-1369,-35
1684096382,-1367,-1327,-66
1684096422,-1774,-1049,-811
1684096462,-1583,-1485,-107
1684096502,-1752,-1708,-436
1684096542,-1582,-2414,-1081
1684096582,-1170,-1753,-514
1684096622,-707,-1704,-1651
1684096662,-643,-2002,-1756
1684096702,-794,-1821,-1893
1684096742,-650,-1802,-1801
1684096782,-1136,-1510,-1935
1684096822,-1608,-1580,-1635
1684096862,-1837,-1381,-1542
1684096902,-2012,-1268,-1146
1684096942,-1810,-1235,-1029
1684096982,-1678,-1131,-788
1684097022,-1223,-1111,-442
1684097062,-1062,-844,-507
1684097102,-923,-636,-327
1684097142,-611,-32,-482
1684097182,-507,-292,-50
1684097233,-163,-15,-66
1684097273,-63,-195,-2
1684097313,-29,-900,-41
1684097353,-200,-1099,-254
1684097393,-676,-1090,-57
1684097433,-171,-1466,-260
1684097473,-669,-1226,-1019
1684097513,-511,-1244,-765
1684097553,-513,-459,-541
1684097593,-687,-1378,-818
1684097633,-346,-684,-479
1684097673,-535,-715,-220
1684097713,-334,-517,-265
1684097753,-187,-319,-5
1684097793,-104,-232,-22
1684097833,-96,-310,-412
1684097873,-269,-556,-561
1684097913,-323,-641,-472
1684097953,-458,-619,-82
1684097993,-189,-971,-823
1684098033,-739,-1094,-325
1684098073,-1322,-126,-865
1684098113,-2208,-1261,-507
1684098153,-2457,-1438,-522
1684098193,-2477,-1904,-612
1684098245,-1951,-2280,-425
1684098285,-997,-1593,-173
1684098325,-1585,-1526,-88
1684098365,-909,-2484,-490
1684098405,-1224,-1678,-443
1684098445,-819,-826,-276
1684098485,-962,-401,-214
1684098525,-849,-421,-204
1684098565,-1132,-129,-221
1684098605,-1071,-911,-1656
1684098645,-1539,-585,-1333
1684098685,-2078,-1015,-1248
1684098725,-1859,-1180,-1272
1684098765,-2279,-1518,-846
1684098805,-2005,-1385,-383
1684098845,-1765,-1465,-136
1684098885,-1569,-1755,-126
1684098925,-1512,-1604,-137
1684098965,-1346,-1513,-202
1684099005,-1254,-1417,-305
1684099045,-1439,-1161,-455
1684099085,-1040,-613,-740
1684099125,-863,-448,-359
1684099165,-832,-555,-467
1684099205,-145,-701,-478
1684099253,-313,-1402,-470
1684099293,-414,-961,-673
1684099333,-808,-555,-424
1684099373,-277,-2455,-829
1684099413,-621,-1449,-1608
1684099453,-433,-829,-757
1684099493,-1063,-853,-376
1684099533,-749,-1787,-1464
1684099573,-283,-538,-420
1684099613,-505,-172,-314
1684099653,-283,-435,-52
1684099693,-186,-64,-77
1684099733,-29,-61,-284
1684099773,-256,-91,-139
1684099813,-436,-483,-282
1684099853,-753,-682,-190
1684099893,-645,-1242,-235
1684099933,-894,-1374,-461
1684099973,-469,-1164,-388
1684100013,-197,-1451,-835
1684100053,-1225,-1217,-511
1684100093,-1966,-1401,-579
1684100133,-2391,-834,-103
1684100173,-1847,-1011,-559
1684100213,-2068,-1130,-231
1684100264,-1760,-1034,-247
1684100304,-1511,-1091,-94
1684100344,-1440,-1694,-628
1684100384,-986,-1756,-494
1684100424,-669,-1139,-380
1684100464,-612,-863,-319
1684100504,-843,-658,-585
1684100544,-1236,-1035,-180
1684100584,-1481,-1303,-106
1684100624,-1627,-1523,-192
1684100664,-1765,-1641,-61
1684100704,-1722,-1614,-19
1684100744,-1571,-1537,-19
1684100784,-1692,-1673,-9
1684100824,-1422,-1762,-19
1684100864,-1399,-1885,-342
1684100904,-1384,-1677,-331
1684100944,-1289,-1422,-266
1684100984,-1253,-980,-75
1684101024,-1028,-365,-375
1684101064,-382,-816,-457
1684101104,-649,-99,-695
1684101144,-42,-429,-1
1684101184,-88,-1078,-537
1684101224,-509,-763,-333
1684101276,-790,-899,-517
1684101316,-616,-791,-378
1684101356,-617,-1155,-379
1684101396,-270,-1720,-303
1684101436,-947,-789,-649
1684101476,-432,-718,-171
1684101516,-830,-856,-583
1684101556,-525,-1165,-442
1684101596,-535,-575,-343
1684101636,-431,-605,-209
1684101676,-369,-365,-85
1684101716,-227,-187,-180
1684101756,-90,-19,-76
1684101796,-335,-220,-269
1684101836,-424,-346,-454
1684101876,-161,-719,-255
1684101916,-387,-1203,-245
1684101956,-414,-1511,-611
1684101996,-840,-1348,-479
1684102036,-1025,-1088,-576
1684102076,-1332,-1576,-395
1684102116,-1673,-1438,-314
1684102156,-1797,-1903,-117
1684102196,-1874,-1065,-70
1684102236,-2240,-1529,-412
1684102288,-1810,-699,-260
1684102328,-1514,-1180,-535
1684102368,-1429,-1749,-615
1684102408,-593,-768,-799
1684102448,-432,-845,-296
1684102488,-1122,-738,-409
1684102528,-1114,-974,-640
1684102568,-1573,-957,-333
1684102608,-1485,-875,-481
1684102648,-1064,-1046,-431
1684102688,-1457,-1538,-500
1684102728,-1489,-1607,-100
1684102768,-1556,-1561,-167
1684102808,-1496,-1744,-180
1684102848,-1238,-1620,-269
1684102888,-1177,-1650,-179
1684102928,-1018,-1455,-277
1684102968,-830,-1426,-42
1684103008,-981,-1115,-61
1684103048,-720,-950,-183
1684103088,-1040,-814,-24
1684103128,-219,-375,-390
1684103168,-252,-34,-577
1684103208,-169,-266,-127
1684103248,-118,-612,-399
1684103299,-578,-875,-324
1684103339,-575,-1017,-416
1684103379,-710,-581,-14
1684103419,-870,-1117,-488
1684103459,-483,-1681,-78
1684103499,-550,-1081,-205
1684103539,-640,-1124,-90
1684103579,-531,-1210,-178
1684103619,-557,-980,-240
1684103659,-433,-535,-49
1684103699,-469,-408,-118
1684103739,-361,-270,-57
1684103779,-266,-37,-173
1684103819,-91,-85,-205
1684103859,-71,-154,-336
1684103899,-82,-393,-506
1684103939,-4,-661,-423
1684103979,-124,-854,-33
1684104019,-373,-1182,-272
1684104059,-595,-1120,-317
1684104099,-573,-1299,-155
1684104139,-1100,-1408,-534
1684104179,-1723,-1519,-31
1684104219,-1179,-1366,-135
1684104259,-1403,-1510,-148
1684104307,-974,-1429,-121
1684104347,-1380,-1503,-394
1684104387,-1351,-1124,-429
1684104427,-1218,-1378,-416
1684104467,-1134,-1328,-67
1684104507,-699,-1266,-31
1684104547,-776,-1349,-8
1684104587,-1025,-1277,-543
1684104627,-985,-1293,-598
1684104667,-1326,-889,-572
1684104707,-1346,-839,-432
1684104747,-1122,-622,-205
1684104787,-829,-1265,-138
1684104827,-1354,-1554,-10
1684104867,-1079,-1339,-108
1684104907,-1059,-1683,-539
1684104947,-985,-1542,-602
1684104987,-935,-1503,-658
1684105027,-781,-1512,-470
1684105067,-629,-1290,-366
1684105107,-546,-1287,-20
1684105147,-430,-1353,-160
1684105187,-478,-1126,-274
1684105227,-615,-772,-242
1684105267,-328,-893,-271
1684105319,-270,-557,-521
1684105359,-106,-305,-169
1684105399,0,-263,-45
1684105439,-585,-204,-229
1684105479,-619,-859,-402
1684105519,-661,-774,-242
1684105559,-751,-685,-150
1684105599,-652,-1009,-248
1684105639,-587,-1780,-497
1684105679,-447,-1146,-629
1684105719,-580,-1149,-413
1684105759,-548,-883,-211
1684105799,-652,-939,-429
1684105839,-443,-764,-206
1684105879,-461,-457,-95
1684105919,-391,-190,-60
1684105959,-189,-96,-107
1684105999,-224,-32,-69
1684106039,-172,-99,-312
1684106079,-45,-225,-535
1684106119,-183,-160,-354
1684106159,-231,-541,-310
1684106199,-224,-747,-527
1684106239,-392,-1471,-1
1684106279,-445,-1416,-223
1684106331,-850,-1200,-223
1684106371,-1202,-1395,-405
1684106411,-1283,-1736,-132
1684106451,-1771,-1561,-1272
1684106491,-1277,-1621,-181
1684106531,-1490,-1494,-162
1684106571,-1107,-1271,-56
1684106611,-1191,-1271,-6
1684106651,-1222,-1429,-40
1684106691,-1075,-1441,-203
1684106731,-612,-1010,-115
1684106771,-643,-1072,-146
1684106811,-780,-1354,-455
1684106851,-957,-1475,-569
1684106891,-1020,-1579,-582
1684106931,-1108,-1507,-235
1684106971,-1483,-1756,-117
1684107011,-1698,-1788,-293
1684107051,-1478,-1534,-373
1684107091,-1363,-1660,-440
1684107131,-1193,-1478,-611
1684107171,-1036,-1384,-515
1684107211,-908,-1278,-462
1684107251,-855,-1158,-314
1684107291,-686,-1130,-86
1684107343,-616,-945,-49
1684107383,-454,-861,-159
1684107423,-427,-309,-442
1684107463,-286,-270,-22
1684107503,-20,-318,-44
1684107543,-253,-897,-355
1684107583,-559,-825,-103
1684107623,-666,-943,-441
1684107663,-612,-983,-312
1684107703,-476,-875,-539
1684107743,-373,-1280,-1064
1684107783,-553,-1671,-954
1684107823,-310,-451,-379
1684107863,-1093,-154,-566
1684107903,-477,-1138,-494
1684107943,-669,-535,-402
1684107983,-469,-498,-200
1684108023,-471,-167,-126
1684108063,-418,-56,-90
1684108103,-272,-13,-150
1684108143,-124,-36,-215
1684108183,-4,-234,-229
1684108223,-143,-511,-145
1684108263,-48,-869,-145
1684108303,-231,-1037,-407
1684108354,-433,-1109,-274
1684108394,-580,-1059,-550
1684108434,-731,-1331,-14
1684108474,-1050,-1191,-716
1684108514,-1659,-1333,-375
1684108554,-1608,-805,-1034
1684108594,-1952,-1302,-153
1684108634,-1753,-1285,-49
1684108674,-1259,-1529,-153
1684108714,-1447,-1450,-72
1684108754,-1243,-1228,-36
1684108794,-1150,-1288,-72
1684108834,-1150,-1109,-148
1684108874,-797,-850,-755
1684108914,-889,-750,-795
1684108954,-1352,-872,-972
1684108994,-1484,-936,-808
1684109034,-1467,-1077,-645
1684109074,-1501,-1349,-420
1684109114,-2063,-1691,-170
1684109154,-1864,-1588,-13
1684109194,-1729,-1574,-172
1684109234,-1634,-1589,-31
1684109274,-1514,-1426,-94
1684109314,-1245,-1275,-137
1684109366,-1039,-1179,-112
1684109406,-821,-1067,-169
1684109446,-816,-1012,-46
1684109486,-734,-882,-440
1684109526,-461,-670,-62
1684109566,-482,-17,-408
1684109606,-71,-469,-87
1684109646,-163,-748,-455
1684109686,-420,-542,-370
1684109726,-758,-794,-507
1684109766,-629,-660,-235
1684109806,-465,-942,-216
1684109846,-740,-873,-296
1684109886,-594,-1652,-205
1684109926,-833,-886,-924
1684109966,-636,-235,-140
1684110006,-794,-819,-308
1684110046,-700,-435,-188
1684110086,-619,-269,-169
1684110126,-609,-172,-174
1684110166,-408,-38,-94
1684110206,-484,-30,-79
1684110246,-301,-256,-117
1684110286,-679,-387,-130
1684110326,-659,-655,-59
